ID,Title,Difficulty,Acceptance Rate,URL
3433,Count Mentions Per User,Medium,30.01,https://leetcode.com/problems/count-mentions-per-user/
3419,Minimize the Maximum Edge Weight of Graph,Medium,42.74,https://leetcode.com/problems/minimize-the-maximum-edge-weight-of-graph/
3409,Longest Subsequence With Decreasing Adjacent Difference,Medium,14.66,https://leetcode.com/problems/longest-subsequence-with-decreasing-adjacent-difference/
3413,Maximum Coins From K Consecutive Bags,Medium,23.68,https://leetcode.com/problems/maximum-coins-from-k-consecutive-bags/
3428,Maximum and Minimum Sums of at Most Size K Subsequences,Medium,20.27,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subsequences/
3424,Minimum Cost to Make Arrays Identical,Medium,36.66,https://leetcode.com/problems/minimum-cost-to-make-arrays-identical/
3527,Find the Most Common Response,Medium,74.76,https://leetcode.com/problems/find-the-most-common-response/
3404,Count Special Subsequences,Medium,28.84,https://leetcode.com/problems/count-special-subsequences/
3422,Minimum Operations to Make Subarray Elements Equal,Medium,49.65,https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal/
3388,Count Beautiful Splits in an Array,Medium,15.72,https://leetcode.com/problems/count-beautiful-splits-in-an-array/
3403,Find the Lexicographically Largest String From the Box I,Medium,41.07,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i/
3380,Maximum Area Rectangle With Point Constraints I,Medium,49.68,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i/
3344,Maximum Sized Array,Medium,51.35,https://leetcode.com/problems/maximum-sized-array/
3408,Design Task Manager,Medium,34.03,https://leetcode.com/problems/design-task-manager/
3418,Maximum Amount of Money Robot Can Earn,Medium,28.69,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn/
3338,Second Highest Salary II,Medium,87.32,https://leetcode.com/problems/second-highest-salary-ii/
3393,Count Paths With the Given XOR Value,Medium,39.71,https://leetcode.com/problems/count-paths-with-the-given-xor-value/
3394,Check if Grid can be Cut into Sections,Medium,68.38,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections/
3377,Digit Operations to Make Two Integers Equal,Medium,27.31,https://leetcode.com/problems/digit-operations-to-make-two-integers-equal/
3366,Minimum Array Sum,Medium,29.56,https://leetcode.com/problems/minimum-array-sum/
3381,Maximum Subarray Sum With Length Divisible by K,Medium,27.05,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k/
3328,Find Cities in Each State II,Medium,69.61,https://leetcode.com/problems/find-cities-in-each-state-ii/
3376,Minimum Time to Break Locks I,Medium,30.34,https://leetcode.com/problems/minimum-time-to-break-locks-i/
3362,Zero Array Transformation III,Medium,55.39,https://leetcode.com/problems/zero-array-transformation-iii/
3356,Zero Array Transformation II,Medium,43.64,https://leetcode.com/problems/zero-array-transformation-ii/
3322,Premier League Table Ranking III,Medium,71.64,https://leetcode.com/problems/premier-league-table-ranking-iii/
3355,Zero Array Transformation I,Medium,54.41,https://leetcode.com/problems/zero-array-transformation-i/
3412,Find Mirror Score of a String,Medium,33.92,https://leetcode.com/problems/find-mirror-score-of-a-string/
3372,Maximize the Number of Target Nodes After Connecting Trees I,Medium,69.68,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i/
3335,Total Characters in String After Transformations I,Medium,45.77,https://leetcode.com/problems/total-characters-in-string-after-transformations-i/
3342,Find Minimum Time to Reach Last Room II,Medium,68.58,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-ii/
3341,Find Minimum Time to Reach Last Room I,Medium,55.76,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i/
3308,Find Top Performing Driver,Medium,49.07,https://leetcode.com/problems/find-top-performing-driver/
3346,Maximum Frequency of an Element After Performing Operations I,Medium,21.08,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-i/
3397,Maximum Number of Distinct Elements After Operations,Medium,31.06,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations/
3350,Adjacent Increasing Subarrays Detection II,Medium,40.94,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-ii/
3294,Convert Doubly Linked List to Array II,Medium,81.62,https://leetcode.com/problems/convert-doubly-linked-list-to-array-ii/
3339,Find the Number of K-Even Arrays,Medium,56.91,https://leetcode.com/problems/find-the-number-of-k-even-arrays/
3387,Maximize Amount After Two Days of Conversions,Medium,58.93,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions/
3315,Construct the Minimum Bitwise Array II,Medium,34.86,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii/
3293,Calculate Product Final Price,Medium,79.95,https://leetcode.com/problems/calculate-product-final-price/
3326,Minimum Division Operations to Make Array Non Decreasing,Medium,28.59,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing/
3284,Sum of Consecutive Subarrays,Medium,41.74,https://leetcode.com/problems/sum-of-consecutive-subarrays/
3365,Rearrange K Substrings to Form Target String,Medium,56.05,https://leetcode.com/problems/rearrange-k-substrings-to-form-target-string/
3371,Identify the Largest Outlier in an Array,Medium,35.66,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array/
3334,Find the Maximum Factor Score of Array,Medium,40.37,https://leetcode.com/problems/find-the-maximum-factor-score-of-array/
3361,Shift Distance Between Two Strings,Medium,52.67,https://leetcode.com/problems/shift-distance-between-two-strings/
3278,Find Candidates for Data Scientist Position II,Medium,42.82,https://leetcode.com/problems/find-candidates-for-data-scientist-position-ii/
3332,Maximum Points Tourist Can Earn,Medium,46.13,https://leetcode.com/problems/maximum-points-tourist-can-earn/
3302,Find the Lexicographically Smallest Valid Sequence,Medium,20.62,https://leetcode.com/problems/find-the-lexicographically-smallest-valid-sequence/
3309,Maximum Possible Number by Binary Concatenation,Medium,65.02,https://leetcode.com/problems/maximum-possible-number-by-binary-concatenation/
3331,Find Subtree Sizes After Changes,Medium,54.32,https://leetcode.com/problems/find-subtree-sizes-after-changes/
3262,Find Overlapping Shifts,Medium,60.67,https://leetcode.com/problems/find-overlapping-shifts/
3297,Count Substrings That Can Be Rearranged to Contain a String I,Medium,41.51,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i/
3305,Count of Substrings Containing Every Vowel and K Consonants I,Medium,41.19,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i/
3306,Count of Substrings Containing Every Vowel and K Consonants II,Medium,40.71,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii/
3324,Find the Sequence of Strings Appeared on the Screen,Medium,79.21,https://leetcode.com/problems/find-the-sequence-of-strings-appeared-on-the-screen/
3323,Minimize Connected Groups by Inserting Interval,Medium,50.35,https://leetcode.com/problems/minimize-connected-groups-by-inserting-interval/
3252,Premier League Table Ranking II,Medium,58.72,https://leetcode.com/problems/premier-league-table-ranking-ii/
3310,Remove Methods From Project,Medium,49.33,https://leetcode.com/problems/remove-methods-from-project/
3291,Minimum Number of Valid Strings to Form Target I,Medium,20.09,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-i/
3286,Find a Safe Walk Through a Grid,Medium,30.53,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/
3295,Report Spam Message,Medium,47.58,https://leetcode.com/problems/report-spam-message/
3271,Hash Divided String,Medium,82.95,https://leetcode.com/problems/hash-divided-string/
3230,Customer Purchasing Behavior Analysis,Medium,36.66,https://leetcode.com/problems/customer-purchasing-behavior-analysis/
3237,Alt and Tab Simulation,Medium,48.96,https://leetcode.com/problems/alt-and-tab-simulation/
3247,Number of Subsequences with Odd Sum,Medium,47.7,https://leetcode.com/problems/number-of-subsequences-with-odd-sum/
3265,Count Almost Equal Pairs I,Medium,37.54,https://leetcode.com/problems/count-almost-equal-pairs-i/
3220,Odd and Even Transactions,Medium,69.28,https://leetcode.com/problems/odd-and-even-transactions/
3221,Maximum Array Hopping Score II,Medium,57.34,https://leetcode.com/problems/maximum-array-hopping-score-ii/
3282,Reach End of Array With Max Score,Medium,32.52,https://leetcode.com/problems/reach-end-of-array-with-max-score/
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,Medium,74.32,https://leetcode.com/problems/minimum-number-of-flips-to-make-binary-grid-palindromic-i/
3259,Maximum Energy Boost From Two Drinks,Medium,49.38,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks/
